pin,slack
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_a_to_b_mem/gen_mbx_regs[2].register[2][8]:Q,17228
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/A_READ_DATA_36[31]:A,14186
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/A_READ_DATA_36[31]:B,11918
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/A_READ_DATA_36[31]:C,17816
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/A_READ_DATA_36[31]:Y,11918
BVF_RISCV_SUBSYSTEM_inst_0/PF_SOC_MSS_inst_0/MSSIO6_IN_IOINST/U_IOPAD:PAD,
BVF_RISCV_SUBSYSTEM_inst_0/PF_SOC_MSS_inst_0/MSSIO6_IN_IOINST/U_IOPAD:Y,
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux_0[24]:A,14186
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux_0[24]:B,14966
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux_0[24]:C,17228
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux_0[24]:D,17170
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux_0[24]:Y,14186
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[2].register[2][10]:CLK,17228
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[2].register[2][10]:D,17357
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[2].register[2][10]:EN,15411
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[2].register[2][10]:Q,17228
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[3].register[3][15]:CLK,17000
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[3].register[3][15]:D,17364
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[3].register[3][15]:EN,15411
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[3].register[3][15]:Q,17000
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_3_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_0[8]:A,17340
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_3_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_0[8]:B,17300
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_3_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_0[8]:C,13927
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_3_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_0[8]:Y,13927
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_2_TO_U54_3/amp_miv_ihcc_ctrl/u_miv_ihcc_ctrl/data_out_a[5]:CLK,17058
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_2_TO_U54_3/amp_miv_ihcc_ctrl/u_miv_ihcc_ctrl/data_out_a[5]:D,18892
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_2_TO_U54_3/amp_miv_ihcc_ctrl/u_miv_ihcc_ctrl/data_out_a[5]:EN,15256
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_2_TO_U54_3/amp_miv_ihcc_ctrl/u_miv_ihcc_ctrl/data_out_a[5]:Q,17058
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_2_TO_U54_3/amp_miv_ihcc_ctrl/u_miv_ihcc_ctrl/data_out_a[5]:SLn,16235
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_a_to_b_mem/rdata_2_1_0_wmux_0[3]:A,13365
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_a_to_b_mem/rdata_2_1_0_wmux_0[3]:B,14147
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_a_to_b_mem/rdata_2_1_0_wmux_0[3]:C,16406
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_a_to_b_mem/rdata_2_1_0_wmux_0[3]:D,16348
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_a_to_b_mem/rdata_2_1_0_wmux_0[3]:Y,13365
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_0_3[5]:A,1289
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_0_3[5]:B,1310
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_0_3[5]:C,6386
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_0_3[5]:D,6328
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_0_3[5]:Y,1289
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/un1_b_penable_0_a2_0:A,12212
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/un1_b_penable_0_a2_0:B,12268
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/un1_b_penable_0_a2_0:Y,12212
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/IHC_APB_0/IHC_APB_0/u_mux_p_to_b3/PRDATA_15_1_0_wmux_5[3]:A,-186
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/IHC_APB_0/IHC_APB_0/u_mux_p_to_b3/PRDATA_15_1_0_wmux_5[3]:B,-450
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/IHC_APB_0/IHC_APB_0/u_mux_p_to_b3/PRDATA_15_1_0_wmux_5[3]:C,2529
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/IHC_APB_0/IHC_APB_0/u_mux_p_to_b3/PRDATA_15_1_0_wmux_5[3]:D,2471
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/IHC_APB_0/IHC_APB_0/u_mux_p_to_b3/PRDATA_15_1_0_wmux_5[3]:Y,-450
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_a_to_b_mem/rdata_2_1_0_wmux_0[17]:A,14186
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_a_to_b_mem/rdata_2_1_0_wmux_0[17]:B,14966
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_a_to_b_mem/rdata_2_1_0_wmux_0[17]:C,17228
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_a_to_b_mem/rdata_2_1_0_wmux_0[17]:D,17170
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_a_to_b_mem/rdata_2_1_0_wmux_0[17]:Y,14186
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_2_TO_U54_4/amp_miv_ihcc_ctrl/u_a_to_b_mem/_l1.read_data24_RNIHGJ33:A,10784
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_2_TO_U54_4/amp_miv_ihcc_ctrl/u_a_to_b_mem/_l1.read_data24_RNIHGJ33:B,10681
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_2_TO_U54_4/amp_miv_ihcc_ctrl/u_a_to_b_mem/_l1.read_data24_RNIHGJ33:Y,10681
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_0_3[22]:A,6716
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_0_3[22]:B,6676
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_0_3[22]:C,1389
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_0_3[22]:D,1325
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_0_3[22]:Y,1325
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/B_READ_DATA_RNO[17]:A,14186
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/B_READ_DATA_RNO[17]:B,17888
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/B_READ_DATA_RNO[17]:Y,14186
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/U54_2_IRQ_AGGREGATOR/prdata_9_0_iv[3]:A,12889
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/U54_2_IRQ_AGGREGATOR/prdata_9_0_iv[3]:B,12924
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/U54_2_IRQ_AGGREGATOR/prdata_9_0_iv[3]:C,18004
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/U54_2_IRQ_AGGREGATOR/prdata_9_0_iv[3]:Y,12889
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/B_MBX_WRITE_RNO:A,15385
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/B_MBX_WRITE_RNO:B,16130
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/B_MBX_WRITE_RNO:C,15629
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/B_MBX_WRITE_RNO:D,11945
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/B_MBX_WRITE_RNO:Y,11945
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/u_a_to_b_mem/gen_mbx_regs[0].register[0][3]:CLK,15342
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/u_a_to_b_mem/gen_mbx_regs[0].register[0][3]:D,17236
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/u_a_to_b_mem/gen_mbx_regs[0].register[0][3]:EN,14511
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/u_a_to_b_mem/gen_mbx_regs[0].register[0][3]:Q,15342
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_3/amp_miv_ihcc_ctrl/A_READ_DATA[5]:CLK,2542
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_3/amp_miv_ihcc_ctrl/A_READ_DATA[5]:D,11691
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_3/amp_miv_ihcc_ctrl/A_READ_DATA[5]:EN,12505
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_3/amp_miv_ihcc_ctrl/A_READ_DATA[5]:Q,2542
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/E51_IRQ_AGGREGATOR_0/prdata_9_0_iv[7]:A,18116
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/E51_IRQ_AGGREGATOR_0/prdata_9_0_iv[7]:B,17248
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/E51_IRQ_AGGREGATOR_0/prdata_9_0_iv[7]:C,12889
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/E51_IRQ_AGGREGATOR_0/prdata_9_0_iv[7]:D,12832
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/E51_IRQ_AGGREGATOR_0/prdata_9_0_iv[7]:Y,12832
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/B_READ_DATA[24]:CLK,6698
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/B_READ_DATA[24]:D,11160
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/B_READ_DATA[24]:EN,10913
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/B_READ_DATA[24]:Q,6698
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/B_READ_DATA[24]:SLn,11981
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/A_READ_DATA_RNO[17]:A,13927
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/A_READ_DATA_RNO[17]:B,13814
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/A_READ_DATA_RNO[17]:C,11675
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/A_READ_DATA_RNO[17]:Y,11675
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/m69:A,14820
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/m69:B,11735
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/m69:C,18010
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/m69:D,17952
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/m69:Y,11735
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_2_TO_U54_4/amp_miv_ihcc_ctrl/A_READ_DATA_81_m2[4]:A,15423
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_2_TO_U54_4/amp_miv_ihcc_ctrl/A_READ_DATA_81_m2[4]:B,17260
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_2_TO_U54_4/amp_miv_ihcc_ctrl/A_READ_DATA_81_m2[4]:C,15360
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_2_TO_U54_4/amp_miv_ihcc_ctrl/A_READ_DATA_81_m2[4]:Y,15360
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/u_a_to_b_mem/gen_mbx_regs[1].register[1][8]:CLK,18010
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/u_a_to_b_mem/gen_mbx_regs[1].register[1][8]:D,17361
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/u_a_to_b_mem/gen_mbx_regs[1].register[1][8]:EN,14511
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/u_a_to_b_mem/gen_mbx_regs[1].register[1][8]:Q,18010
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[1].register[1][11]:CLK,16388
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[1].register[1][11]:D,17378
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[1].register[1][11]:EN,15427
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[1].register[1][11]:Q,16388
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux[20]:A,14942
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux[20]:B,14147
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux[20]:C,16406
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux[20]:D,16348
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux[20]:Y,14147
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[3].register[3][28]:CLK,17000
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[3].register[3][28]:D,17153
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[3].register[3][28]:EN,15411
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[3].register[3][28]:Q,17000
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_3[17]:A,6639
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_3[17]:B,6599
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_3[17]:C,1312
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_3[17]:D,1248
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_3[17]:Y,1248
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_2_TO_U54_4/amp_miv_ihcc_ctrl/u_a_to_b_mem/_l0.read_data20:A,12280
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_2_TO_U54_4/amp_miv_ihcc_ctrl/u_a_to_b_mem/_l0.read_data20:B,14561
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_2_TO_U54_4/amp_miv_ihcc_ctrl/u_a_to_b_mem/_l0.read_data20:C,12935
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_2_TO_U54_4/amp_miv_ihcc_ctrl/u_a_to_b_mem/_l0.read_data20:Y,12280
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux_0[17]:A,14186
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux_0[17]:B,14966
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux_0[17]:C,17228
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux_0[17]:D,17170
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux_0[17]:Y,14186
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_a_to_b_mem/rdata_2_1_0_wmux_0[19]:A,14186
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_a_to_b_mem/rdata_2_1_0_wmux_0[19]:B,14966
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_a_to_b_mem/rdata_2_1_0_wmux_0[19]:C,17228
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_a_to_b_mem/rdata_2_1_0_wmux_0[19]:D,17170
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_a_to_b_mem/rdata_2_1_0_wmux_0[19]:Y,14186
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/U54_4_IRQ_AGGREGATOR/un1_CH3_MSG_PRESENT_IRQ:A,
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/U54_4_IRQ_AGGREGATOR/un1_CH3_MSG_PRESENT_IRQ:B,
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/U54_4_IRQ_AGGREGATOR/un1_CH3_MSG_PRESENT_IRQ:C,
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/U54_4_IRQ_AGGREGATOR/un1_CH3_MSG_PRESENT_IRQ:Y,
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux_0[31]:A,14017
